Position,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Classification
Center,45,28:06,5.2,10.4,0.502,0.8,2.1,0.385,1.6,2.3,0.692,1.4,5.8,7.2,1.7,0.6,2.7,1.5,2.6,12.8,11.3,2.1,Not selected
Forward,47,33:40,6,13.3,0.452,1.6,4.4,0.349,2.3,3.2,0.728,1.8,5.9,7.7,3.5,0.7,0.7,1.9,2.3,15.9,12.5,-0.7,Not selected
Forward,51,34:34,7.8,15.5,0.503,2,4.7,0.433,3.6,4.1,0.884,0.7,7.3,8,2.6,0.8,0.5,1.9,2.2,21.2,16.1,1.1,Not selected
Center,51,27:23,5.7,11.3,0.501,0.1,0.5,0.12,3.8,5,0.753,3.4,7,10.4,3.2,1.1,1.6,2.3,3.3,15.2,14.3,5.2,Not selected
Center,30,18:48,5,8.6,0.575,0.3,1,0.3,2.6,3.1,0.819,1.8,5.4,7.2,1,0.4,0.8,1.3,2.7,12.8,10.6,2.3,Not selected
Guard,49,31:02,6.2,13.9,0.446,3,7.9,0.384,3,3.3,0.901,0.3,1.9,2.2,2.8,0.4,0.2,1.4,1.7,18.4,12.2,4.7,Not selected
Guard,45,25:39,5.9,14.4,0.413,1.3,3.7,0.351,5.5,6.1,0.902,0.4,2.6,3,5.2,0.6,0.1,2.4,1,18.7,13.5,3.7,Not selected
Forward,32,28:54,5.7,12.7,0.447,2.7,7.2,0.368,2.7,3.2,0.842,1.4,6.8,8.2,1.1,0.7,0.8,1.2,2.7,16.7,12.6,1.1,Not selected
Forward,46,32:13,5.8,14.4,0.406,2.5,6.3,0.392,3.5,4.2,0.829,0.7,3.5,4.2,1.2,0.7,0.2,1.3,1.7,17.7,10.9,-1.5,Not selected
Guard,31,30:16,3.8,9.5,0.406,0.9,2.6,0.341,2.9,3.6,0.82,0.4,2.1,2.5,8.1,1.1,0.4,2.3,2.1,11.5,11,0.3,Not selected
Guard,45,28:33,4.5,11.3,0.402,1.4,4.2,0.328,2.4,2.8,0.849,0.4,3,3.4,6.1,1.3,0.2,3,2.7,12.8,9.4,1.8,Not selected
Forward,52,31:11,4.2,9.8,0.43,2,5.6,0.359,1.2,1.8,0.714,0.3,3.5,3.8,4.9,1.4,0.2,2.2,2.4,11.6,9.4,4.1,Not selected
Guard,47,33:30,7,16.1,0.432,1.9,5.3,0.365,2.6,3.1,0.836,1,3.4,4.4,4.9,0.8,0.4,2.4,2.1,18.5,12.7,3.2,Not selected
Forward,50,24:42,3.4,8.2,0.415,1.3,3.9,0.333,1.5,1.7,0.872,1.4,4.2,5.6,1.5,0.5,0.1,1.2,2.3,9.6,7,-0.8,Not selected
Guard,49,29:21,6.1,12.4,0.492,1.4,4.8,0.303,2.2,2.8,0.768,1,3.5,4.5,5.5,1.4,0.4,2.1,2.1,15.8,13.7,7.7,Not selected
Center,51,23:10,4.4,7.7,0.57,0.3,1.2,0.237,2,3.1,0.647,2.7,4.5,7.2,1,0.7,1.2,1.1,2.2,11,10.5,0.1,Not selected
Guard,40,34:37,8.8,19,0.461,2.1,6.5,0.323,5.2,6.2,0.85,0.5,3.1,3.6,6.7,0.9,0.2,4,3.2,24.8,16.4,-6.5,Not selected
Guard,39,32:55,5.7,14.7,0.386,2.7,8.6,0.317,2.3,2.8,0.793,0.4,2.3,2.7,2,0.6,0.4,1.5,2.3,16.3,8.9,2.2,Not selected
Forward,35,34:21,4.5,10.3,0.431,2.4,6.4,0.378,1.9,2.5,0.764,0.8,4.7,5.5,1.3,2.1,1.3,1.3,3.6,13.3,10.8,1.9,Not selected
Guard,46,26:05,4.8,10.6,0.452,1.2,3.7,0.327,1.9,2.7,0.683,1,3.4,4.4,1.4,0.8,0.5,1.4,2.6,12.7,8.2,2,Not selected
Center,46,33:06,6.9,13.9,0.5,0.1,0.7,0.133,2.6,4.8,0.534,5.2,9.6,14.8,1.2,1.6,1.6,2.4,3.3,16.5,15.1,-1.3,Not selected
Guard,14,29:06,5.5,13.4,0.41,1.6,5,0.314,2.7,3.6,0.76,0.6,2.5,3.1,4.9,0.7,0.3,2.5,2.1,15.3,9.8,2.1,Not selected
Guard,32,29:52,5.4,12.8,0.425,1.6,5,0.314,2.3,2.9,0.815,0.7,2.3,3,2.7,1,0.4,1.2,2.1,14.8,10.1,5.8,Not selected
Center,50,31:05,4.2,6.5,0.644,0,0,,2.7,4,0.682,3.2,10.5,13.7,2,0.7,1.1,2.2,2.5,11,12.6,-0.4,Not selected
Forward,39,28:41,4.9,10.6,0.458,1.6,4.3,0.375,1.1,1.4,0.786,0.9,4.6,5.5,1.9,1.5,0.5,1,1.8,12.5,10.4,0,Not selected
Center,51,33:55,5.7,12.8,0.442,1.5,4.2,0.352,2.9,3.8,0.76,1.1,7.6,8.7,4.7,1.2,1.2,2.3,2.8,15.7,13.5,-1.1,Not selected
Forward,51,31:01,6,13.4,0.452,1.6,4.3,0.382,2.5,3,0.855,1,5.2,6.2,1.8,1,0.8,1.5,2.1,16.3,11.9,5.9,Not selected
Center,48,34:09,6.5,10.6,0.613,0,0,0,2.4,4.3,0.556,4.7,5.3,10,1.8,1.5,0.8,1.6,2.6,15.4,15.3,6.7,Not selected
Forward,42,25:44,4.5,9.3,0.485,0.7,1.9,0.346,2.7,3.7,0.723,2.1,4.6,6.7,1.8,1.2,0.8,1.3,2.5,12.3,10.8,5,Not selected
Guard,51,33:45,6.9,15.9,0.433,2.2,6,0.359,4.3,5,0.844,0.6,2.8,3.4,6.3,1.4,0.3,1.9,1.7,20.2,16.2,0.2,Not selected
Center,42,34:11,7.5,11.9,0.631,0,0,,2.6,4.1,0.626,5,7.6,12.6,1.5,0.6,1.8,1.5,2.7,17.6,17.7,0.6,Not selected
Guard,48,33:06,8.2,19.3,0.425,2.2,6.8,0.33,3.8,4.9,0.79,0.7,3.1,3.8,3.9,1.6,0.4,2.7,2.7,22.5,14,3.3,Not selected
Guard,51,33:58,8.3,17.8,0.463,2.1,6,0.359,2.4,2.8,0.828,0.9,3,3.9,2.7,0.8,0.4,1.6,2.4,21,13.5,4.7,Not selected
Forward,4,33:56,5.2,16.2,0.323,1.8,6,0.292,6.8,8.2,0.818,2.5,11,13.5,3.5,0.2,0.2,2.5,3.5,19,13.2,-8.5,Not selected
Guard,48,35:22,8.3,17.9,0.466,0.1,0.8,0.175,4.7,5.7,0.822,0.8,5.4,6.2,6.3,1.1,0.5,2.7,2.3,21.5,16.3,-0.5,Not selected
